project_id,date,weather_delay_hours
1008,1998-04-07,0
1008,1998-05-07,0
1008,1998-06-03,0
1008,1998-07-03,1
1008,1998-07-26,0
1008,1998-08-25,3
1008,1998-09-24,0
1009,2005-04-17,2
1009,2005-05-17,3
1009,2005-06-16,1
1009,2005-07-16,2
1009,2005-08-15,1
1009,2005-09-14,4
1009,2005-09-22,1
1009,2005-10-22,1
1009,2005-11-21,0
1009,2005-12-21,1
1009,2006-01-20,3
1009,2006-02-19,1
1009,2006-03-01,0
1009,2006-03-31,1
1009,2006-04-30,1
1009,2006-05-30,1
1009,2006-06-29,0
1009,2006-07-29,1
1009,2006-08-04,2
1009,2006-09-03,1
1009,2006-10-03,2
1009,2006-11-02,1
1009,2006-12-02,2
1009,2006-12-14,2
1009,2007-01-13,3
1009,2007-02-12,2
1009,2007-03-14,1
1010,2006-01-25,2
1010,2006-02-24,3
1010,2006-03-26,1
1010,2006-04-13,1
1010,2006-05-13,0
1010,2006-06-12,1
1010,2006-07-03,1
1010,2006-08-02,1
1010,2006-09-01,2
1010,2006-10-01,4
1010,2006-10-04,0
1010,2006-11-03,3
1010,2006-12-03,1
1010,2007-01-02,2
1010,2007-01-10,5
1010,2007-02-09,1
1010,2007-03-11,2
1011,2017-09-08,1
1011,2017-10-08,1
1011,2017-11-07,0
1011,2017-12-07,3
1011,2017-12-23,0
1011,2018-01-22,3
1011,2018-02-21,2
1011,2018-03-23,2
1011,2018-04-22,1
1011,2018-05-18,1
1011,2018-06-17,3
1011,2018-07-17,3
1011,2018-08-16,0
1011,2018-09-15,2
1011,2018-10-10,0
1011,2018-11-09,0
1011,2018-12-09,3
1011,2019-01-08,2
1011,2019-02-07,2
1011,2019-02-18,1
1011,2019-03-20,0
1011,2019-04-19,3
1011,2019-05-19,2
1011,2019-06-18,0
1011,2019-07-18,3
1012,2018-10-30,3
1012,2018-11-29,2
1012,2018-12-29,0
1012,2019-01-28,3
1012,2019-02-27,1
1012,2019-03-17,0
1012,2019-04-16,1
1012,2019-05-16,2
1012,2019-06-15,2
1012,2019-07-15,1
1012,2019-07-21,1
1012,2019-08-20,3
1012,2019-09-19,1
1012,2019-10-19,2
1012,2019-11-18,1
1012,2019-12-18,1
1012,2020-01-17,2
1012,2020-02-16,1
1012,2020-03-17,1
1012,2020-04-11,4
1012,2020-05-11,0
1012,2020-06-10,1
1012,2020-07-10,0
1012,2020-08-09,4
1012,2020-09-08,3
1013,2011-02-25,1
1013,2011-03-27,2
1013,2011-04-26,2
1013,2011-04-28,1
1013,2011-05-28,0
1013,2011-06-27,1
1013,2011-07-27,0
1013,2011-08-26,4
1013,2011-09-25,0
1013,2011-10-25,0
1013,2011-10-29,1
1013,2011-11-28,4
1013,2011-12-28,2
1013,2012-01-27,5
1013,2012-02-04,2
1013,2012-03-05,3
1013,2012-04-04,1
1013,2012-05-04,0
1014,2009-01-30,3
1014,2009-03-01,3
1014,2009-03-31,2
1014,2009-04-30,4
1014,2009-05-15,2
1014,2009-06-14,3
1014,2009-07-14,1
1014,2009-08-13,1
1014,2009-09-12,2
1014,2009-09-25,1
1014,2009-10-25,0
1014,2009-11-24,3
1014,2009-12-24,0
1014,2009-12-29,0
1014,2010-01-28,3
1014,2010-02-27,1
1014,2010-03-29,5
1014,2010-04-28,2
1014,2010-05-28,2
1014,2010-06-27,3
1015,1999-04-05,3
1015,1999-05-05,1
1015,1999-06-04,3
1015,1999-07-04,4
1015,1999-08-03,2
1015,1999-08-06,3
1015,1999-09-05,1
1015,1999-10-05,0
1015,1999-11-04,1
1015,1999-11-25,2
1015,1999-12-25,3
1015,2000-01-24,2
1015,2000-02-23,2
1015,2000-03-24,0
1015,2000-03-31,1
1015,2000-04-30,2
1015,2000-05-30,2
1015,2000-06-29,4
1015,2000-07-19,1
1015,2000-08-18,3
1015,2000-09-17,1
1015,2000-10-17,2
1015,2000-11-16,1
1016,2011-09-24,1
1016,2011-10-24,2
1016,2011-11-23,2
1016,2011-12-11,1
1016,2012-01-10,4
1016,2012-02-09,0
1016,2012-03-10,2
1016,2012-03-17,1
1016,2012-04-16,1
1016,2012-05-16,1
1016,2012-05-20,3
1016,2012-06-19,1
1016,2012-07-19,1
1016,2012-08-16,1
1016,2012-09-15,2
1016,2012-10-15,2
1016,2012-11-14,1
1017,2022-03-22,0
1017,2022-04-21,1
1017,2022-05-21,3
1017,2022-05-29,4
1017,2022-06-28,1
1017,2022-07-28,1
1017,2022-08-06,0
1017,2022-09-05,2
1017,2022-10-05,1
1017,2022-10-07,3
1017,2022-11-06,1
1017,2022-12-06,1
1017,2022-12-30,0
1017,2023-01-29,0
1017,2023-02-28,2
1018,2002-04-26,5
1018,2002-05-26,4
1018,2002-06-25,2
1018,2002-07-04,1
1018,2002-08-03,1
1018,2002-08-31,1
1018,2002-09-30,1
1018,2002-10-30,3
1018,2002-11-01,0
1018,2002-12-01,4
1018,2002-12-31,2
1018,2003-01-13,0
1018,2003-02-12,1
1019,1997-04-06,2
1019,1997-05-06,0
1019,1997-05-30,1
1019,1997-06-29,1
1019,1997-07-15,2
1019,1997-08-14,0
1019,1997-09-11,5
1019,1997-10-11,2
1019,1997-10-25,0
1019,1997-11-24,3
1019,1997-12-24,1
1020,2013-07-04,2
1020,2013-08-03,1
1020,2013-09-02,0
1020,2013-10-02,5
1020,2013-10-22,1
1020,2013-11-21,0
1020,2013-12-21,3
1020,2014-01-20,1
1020,2014-02-01,1
1020,2014-03-03,1
1020,2014-04-02,3
1020,2014-05-02,2
1020,2014-05-13,2
1020,2014-06-12,0
1020,2014-07-12,2
1020,2014-08-11,4
1020,2014-08-31,1
1020,2014-09-30,7
1020,2014-10-30,3
1020,2014-11-29,1
1021,1998-02-15,2
1021,1998-03-17,2
1021,1998-04-15,4
1021,1998-05-15,1
1021,1998-06-03,2
1021,1998-07-03,0
1021,1998-07-30,1
1021,1998-08-29,2
1021,1998-09-10,0
1021,1998-10-10,1
1021,1998-11-09,0
1022,2019-12-17,2
1022,2020-01-16,0
1022,2020-02-15,6
1022,2020-03-16,1
1022,2020-03-18,1
1022,2020-04-17,1
1022,2020-05-17,1
1022,2020-06-16,1
1022,2020-06-21,2
1022,2020-07-21,3
1022,2020-08-20,1
1022,2020-09-19,0
1022,2020-10-19,1
1022,2020-10-21,1
1022,2020-11-20,3
1022,2020-12-20,1
1022,2021-01-19,4
1022,2021-01-20,1
1022,2021-02-19,0
1022,2021-03-21,2
1022,2021-04-20,0
1022,2021-05-20,0
1023,2004-04-10,2
1023,2004-05-10,1
1023,2004-06-09,3
1023,2004-07-09,0
1023,2004-08-08,2
1023,2004-08-23,2
1023,2004-09-22,3
1023,2004-10-22,1
1023,2004-11-21,0
1023,2004-12-21,0
1023,2005-01-07,0
1023,2005-02-06,0
1023,2005-03-08,2
1023,2005-04-07,2
1023,2005-05-07,1
1023,2005-05-27,1
1023,2005-06-26,0
1023,2005-07-26,3
1023,2005-08-25,2
1023,2005-09-24,2
1023,2005-10-24,0
1023,2005-11-08,0
1023,2005-12-08,5
1023,2006-01-07,2
1023,2006-02-06,0
1023,2006-03-08,2
1024,2015-10-09,1
1024,2015-11-08,0
1024,2015-12-08,0
1024,2016-01-07,2
1024,2016-02-06,2
1024,2016-02-26,2
1024,2016-03-27,2
1024,2016-04-26,2
1024,2016-05-26,2
1024,2016-06-25,2
1024,2016-07-25,2
1024,2016-08-05,0
1024,2016-09-04,2
1024,2016-10-04,1
1024,2016-11-03,1
1024,2016-12-03,2
1024,2016-12-31,2
1024,2017-01-30,4
1024,2017-03-01,0
1024,2017-03-31,2
1024,2017-04-30,0
1024,2017-05-30,1
1024,2017-06-21,1
1024,2017-07-21,2
1024,2017-08-20,1
1024,2017-09-19,0
1025,2023-07-13,2
1025,2023-08-12,0
1025,2023-09-11,2
1025,2023-09-27,0
1025,2023-10-27,1
1025,2023-11-26,2
1025,2023-12-26,3
1025,2024-01-05,2
1025,2024-02-04,1
1025,2024-03-05,3
1025,2024-04-04,0
1025,2024-05-03,1
1025,2024-06-02,3
1025,2024-07-02,3
1025,2024-07-30,3
1025,2024-08-29,0
1025,2024-09-28,3
1025,2024-10-28,2
1026,2008-06-11,1
1026,2008-07-11,4
1026,2008-08-10,0
1026,2008-09-09,2
1026,2008-10-09,3
1026,2008-10-14,1
1026,2008-11-13,3
1026,2008-12-13,0
1026,2009-01-06,3
1026,2009-02-05,2
1026,2009-03-07,1
1026,2009-04-06,0
1026,2009-04-14,0
1026,2009-05-14,0
1026,2009-06-13,2
1026,2009-07-13,2
1026,2009-08-02,2
1026,2009-09-01,2
1026,2009-10-01,1
1026,2009-10-31,1
1027,2002-10-29,2
1027,2002-11-28,2
1027,2002-12-28,1
1027,2003-01-01,5
1027,2003-01-31,4
1027,2003-03-02,0
1027,2003-03-12,1
1027,2003-04-11,2
1027,2003-05-11,2
1027,2003-05-26,0
1027,2003-06-25,1
1027,2003-07-25,0
1027,2003-08-11,1
1027,2003-09-10,0
1028,2017-05-16,0
1028,2017-06-15,0
1028,2017-07-15,3
1028,2017-08-14,1
1028,2017-09-13,1
1028,2017-10-13,1
1028,2017-11-08,3
1028,2017-12-08,3
1028,2018-01-07,1
1028,2018-02-06,3
1028,2018-02-20,0
1028,2018-03-22,4
1028,2018-04-21,2
1028,2018-05-19,1
1028,2018-06-18,2
1028,2018-07-18,1
1028,2018-08-17,3
1029,2024-01-19,0
1029,2024-02-18,1
1029,2024-03-19,0
1029,2024-03-25,0
1029,2024-04-24,0
1029,2024-05-24,0
1029,2024-06-02,0
1029,2024-07-02,1
1029,2024-08-01,4
1029,2024-08-08,3
1029,2024-09-07,1
1029,2024-10-07,1
1029,2024-10-11,0
1029,2024-11-10,5
1029,2024-12-10,1
1030,2019-02-17,1
1030,2019-03-19,0
1030,2019-04-14,1
1030,2019-05-14,1
1030,2019-06-13,2
1030,2019-06-27,3
1030,2019-07-27,2
1030,2019-08-12,0
1030,2019-09-11,2
1030,2019-10-11,0
1030,2019-10-18,2
1030,2019-11-17,1
1031,2018-12-22,3
1031,2019-01-21,1
1031,2019-02-20,2
1031,2019-03-22,0
1031,2019-04-21,1
1031,2019-05-19,2
1031,2019-06-18,2
1031,2019-07-18,1
1031,2019-08-17,1
1031,2019-09-16,1
1031,2019-09-30,3
1031,2019-10-30,0
1031,2019-11-29,0
1031,2019-12-29,1
1031,2020-01-28,1
1031,2020-02-05,0
1031,2020-03-06,1
1031,2020-04-05,2
1031,2020-05-05,1
1031,2020-06-04,4
1031,2020-07-04,1
1031,2020-07-09,0
1031,2020-08-08,0
1031,2020-09-07,1
1031,2020-10-07,0
1031,2020-11-06,2
1032,2012-11-15,0
1032,2012-12-15,1
1032,2013-01-14,0
1032,2013-02-13,0
1032,2013-03-15,0
1032,2013-04-14,0
1032,2013-05-14,0
1032,2013-06-13,6
1032,2013-07-13,2
1032,2013-08-12,0
1032,2013-09-05,1
1032,2013-10-05,1
1032,2013-11-04,1
1032,2013-12-04,3
1032,2014-01-03,2
1032,2014-01-21,1
1032,2014-02-20,4
1032,2014-03-22,0
1032,2014-04-21,2
1032,2014-05-17,0
1032,2014-06-16,0
1032,2014-07-16,1
1032,2014-08-15,2
1032,2014-09-14,1
1033,2001-03-02,1
1033,2001-04-01,0
1033,2001-05-01,1
1033,2001-05-02,0
1033,2001-06-01,1
1033,2001-07-01,0
1033,2001-07-17,1
1033,2001-08-16,2
1033,2001-09-15,1
1033,2001-09-30,1
1033,2001-10-30,0
1033,2001-11-27,2
1033,2001-12-27,3
1033,2002-01-26,1
1034,2021-04-04,0
1034,2021-05-04,0
1034,2021-06-03,2
1034,2021-07-03,1
1034,2021-07-17,1
1034,2021-08-16,0
1034,2021-09-15,0
1034,2021-10-15,0
1034,2021-10-28,1
1034,2021-11-27,2
1034,2021-12-27,0
1034,2022-01-18,2
1034,2022-02-17,1
1034,2022-03-19,1
1034,2022-04-18,1
1034,2022-05-04,1
1034,2022-06-03,3
1034,2022-07-03,2
1034,2022-08-02,3
1035,2017-07-30,0
1035,2017-08-29,2
1035,2017-09-25,2
1035,2017-10-25,3
1035,2017-11-24,1
1035,2017-12-12,2
1035,2018-01-11,2
1035,2018-02-10,5
1035,2018-03-03,1
1035,2018-04-02,4
1035,2018-05-02,0
1035,2018-05-09,2
1035,2018-06-08,3
1035,2018-07-08,1
1036,2006-03-22,1
1036,2006-04-21,2
1036,2006-05-21,2
1036,2006-06-20,0
1036,2006-07-20,1
1036,2006-07-27,0
1036,2006-08-26,2
1036,2006-09-25,2
1036,2006-10-25,1
1036,2006-11-24,0
1036,2006-11-30,0
1036,2006-12-30,1
1036,2007-01-29,3
1036,2007-02-28,0
1036,2007-03-15,4
1036,2007-04-14,3
1036,2007-05-14,3
1036,2007-06-13,3
1036,2007-07-01,1
1036,2007-07-31,1
1036,2007-08-30,1
1036,2007-09-29,2
1037,2013-07-18,2
1037,2013-08-17,1
1037,2013-09-16,3
1037,2013-10-16,2
1037,2013-11-15,0
1037,2013-11-29,1
1037,2013-12-29,3
1037,2014-01-28,6
1037,2014-02-27,3
1037,2014-03-29,2
1037,2014-04-28,1
1037,2014-04-30,2
1037,2014-05-30,4
1037,2014-06-29,0
1037,2014-07-29,2
1037,2014-08-28,4
1037,2014-09-27,1
1037,2014-10-14,0
1037,2014-11-13,0
1037,2014-12-13,3
1037,2015-01-12,0
1037,2015-02-11,3
1037,2015-02-18,0
1037,2015-03-20,1
1037,2015-04-19,1
1037,2015-05-19,3
1038,1999-05-24,3
1038,1999-06-23,1
1038,1999-07-23,1
1038,1999-07-24,2
1038,1999-08-23,2
1038,1999-09-22,1
1038,1999-10-05,5
1038,1999-11-04,1
1038,1999-11-26,6
1038,1999-12-26,0
1038,2000-01-25,1
1038,2000-02-18,3
1038,2000-03-19,4
1039,2024-09-12,1
1039,2024-10-12,0
1039,2024-11-11,1
1039,2024-12-08,0
1039,2025-01-07,0
1039,2025-02-06,3
1039,2025-03-08,1
1039,2025-03-13,2
1039,2025-04-12,1
1039,2025-05-12,4
1039,2025-06-11,0
1039,2025-06-19,2
1039,2025-07-19,3
1039,2025-08-18,3
1039,2025-08-23,2
1039,2025-09-22,1
1039,2025-10-22,0
1040,2010-02-10,0
1040,2010-03-12,2
1040,2010-04-11,0
1040,2010-05-03,5
1040,2010-06-02,0
1040,2010-07-02,4
1040,2010-08-01,2
1040,2010-08-04,0
1040,2010-09-03,1
1040,2010-10-03,3
1040,2010-10-13,2
1040,2010-11-12,0
1040,2010-12-12,0
1040,2010-12-13,0
1040,2011-01-12,2
1040,2011-02-11,3
1041,2000-04-14,1
1041,2000-05-14,1
1041,2000-06-13,4
1041,2000-07-13,2
1041,2000-08-12,2
1041,2000-09-02,2
1041,2000-10-02,0
1041,2000-11-01,1
1041,2000-12-01,1
1041,2000-12-31,1
1041,2001-01-30,1
1041,2001-02-05,3
1041,2001-03-07,0
1041,2001-04-06,2
1041,2001-05-06,0
1041,2001-06-05,3
1041,2001-07-05,3
1041,2001-07-19,2
1041,2001-08-18,2
1041,2001-09-17,2
1041,2001-10-17,2
1041,2001-11-16,2
1041,2001-12-16,2
1041,2001-12-19,0
1041,2002-01-18,2
1041,2002-02-17,1
1041,2002-03-19,1
1042,2005-03-17,2
1042,2005-04-16,1
1042,2005-05-16,0
1042,2005-05-19,5
1042,2005-06-18,1
1042,2005-07-13,1
1042,2005-08-12,4
1042,2005-09-04,0
1042,2005-10-04,0
1042,2005-10-19,0
1042,2005-11-18,0
1043,2008-10-10,1
1043,2008-11-09,1
1043,2008-12-09,1
1043,2009-01-08,0
1043,2009-02-07,0
1043,2009-03-09,2
1043,2009-03-19,1
1043,2009-04-18,1
1043,2009-05-18,1
1043,2009-06-17,1
1043,2009-07-17,1
1043,2009-07-22,0
1043,2009-08-21,0
1043,2009-09-20,1
1043,2009-10-20,0
1043,2009-11-19,1
1043,2009-11-30,1
1043,2009-12-30,1
1043,2010-01-29,2
1043,2010-02-28,1
1043,2010-03-30,2
1043,2010-04-17,1
1043,2010-05-17,0
1043,2010-06-16,3
1043,2010-07-16,1
1043,2010-08-15,2
1043,2010-09-14,3
1044,2021-11-09,1
1044,2021-12-09,2
1044,2022-01-08,0
1044,2022-02-07,2
1044,2022-03-09,1
1044,2022-03-29,1
1044,2022-04-28,5
1044,2022-05-28,4
1044,2022-06-27,1
1044,2022-07-25,2
1044,2022-08-24,4
1044,2022-09-23,2
1044,2022-10-23,1
1044,2022-11-22,4
1044,2022-12-22,5
1044,2023-01-15,3
1044,2023-02-14,1
1044,2023-03-16,2
1044,2023-04-15,2
1044,2023-05-01,1
1044,2023-05-31,2
1044,2023-06-30,1
1044,2023-07-30,2
1044,2023-08-29,1
1044,2023-09-28,0
1045,2009-03-14,1
1045,2009-04-13,0
1045,2009-05-07,1
1045,2009-06-06,3
1045,2009-07-06,1
1045,2009-08-01,0
1045,2009-08-31,2
1045,2009-09-30,4
1045,2009-10-22,3
1045,2009-11-21,1
1045,2009-12-21,2
1045,2010-01-14,0
1045,2010-02-13,0
1045,2010-03-15,1
1046,2022-08-11,3
1046,2022-09-10,2
1046,2022-10-02,1
1046,2022-11-01,3
1046,2022-11-27,2
1046,2022-12-27,0
1046,2023-01-26,2
1046,2023-01-30,1
1046,2023-03-01,1
1046,2023-03-31,1
1046,2023-04-11,1
1046,2023-05-11,2
1046,2023-06-10,2
1047,2000-07-29,3
1047,2000-08-28,3
1047,2000-09-27,1
1047,2000-10-27,2
1047,2000-11-26,1
1047,2000-12-26,2
1047,2001-01-08,1
1047,2001-02-07,2
1047,2001-03-09,1
1047,2001-04-08,0
1047,2001-05-08,2
1047,2001-05-13,1
1047,2001-06-12,4
1047,2001-07-12,0
1047,2001-08-11,0
1047,2001-09-10,2
1047,2001-10-07,5
1047,2001-11-06,2
1047,2001-12-06,1
1047,2002-01-05,1
1047,2002-01-30,1
1047,2002-03-01,2
1047,2002-03-31,1
1047,2002-04-30,1
1048,2018-11-16,1
1048,2018-12-16,1
1048,2019-01-15,2
1048,2019-02-14,0
1048,2019-03-16,2
1048,2019-04-15,1
1048,2019-05-15,3
1048,2019-06-14,4
1048,2019-06-21,1
1048,2019-07-21,1
1048,2019-08-20,2
1048,2019-09-19,2
1048,2019-10-19,2
1048,2019-11-18,1
1048,2019-11-22,0
1048,2019-12-22,1
1048,2020-01-21,2
1048,2020-02-20,0
1048,2020-03-21,3
1048,2020-04-20,0
1048,2020-04-27,3
1048,2020-05-27,2
1048,2020-06-26,0
1048,2020-07-26,0
1048,2020-08-25,3
1049,2006-06-24,0
1049,2006-07-24,3
1049,2006-08-23,3
1049,2006-09-22,1
1049,2006-10-18,0
1049,2006-11-17,2
1049,2006-12-17,0
1049,2007-01-16,2
1049,2007-02-15,0
1049,2007-03-17,1
1049,2007-03-18,1
1049,2007-04-17,3
1049,2007-05-17,1
1049,2007-06-16,3
1049,2007-07-16,0
1049,2007-08-14,0
1049,2007-09-13,1
1049,2007-10-13,1
1049,2007-11-12,2
1049,2007-12-01,2
1049,2007-12-31,1
1049,2008-01-30,0
1049,2008-02-29,2
1050,2021-06-20,1
1050,2021-07-20,2
1050,2021-08-19,3
1050,2021-09-18,1
1050,2021-10-18,1
1050,2021-11-09,1
1050,2021-12-09,1
1050,2022-01-08,1
1050,2022-02-07,5
1050,2022-03-09,2
1050,2022-04-08,4
1050,2022-04-24,2
1050,2022-05-24,1
1050,2022-06-23,1
1050,2022-07-23,2
1050,2022-08-22,0
1050,2022-09-21,1
1050,2022-10-09,2
1050,2022-11-08,1
1050,2022-12-08,2
1050,2023-01-07,1
1050,2023-01-31,1
1050,2023-03-02,0
1050,2023-04-01,0
1050,2023-05-01,2
1050,2023-05-31,2
1051,2007-05-25,3
1051,2007-06-24,2
1051,2007-07-11,3
1051,2007-08-10,2
1051,2007-09-04,1
1051,2007-10-04,1
1051,2007-10-23,0
1051,2007-11-22,0
1051,2007-12-22,0
1051,2007-12-28,2
1051,2008-01-27,2
1051,2008-02-26,1
1052,2019-10-28,3
1052,2019-11-27,3
1052,2019-12-27,2
1052,2020-01-26,4
1052,2020-02-19,1
1052,2020-03-20,2
1052,2020-04-19,1
1052,2020-05-19,0
1052,2020-06-18,1
1052,2020-06-28,1
1052,2020-07-28,1
1052,2020-08-27,2
1052,2020-09-26,0
1052,2020-09-30,1
1052,2020-10-30,2
1052,2020-11-29,3
1052,2020-12-29,2
1052,2021-01-28,0
1052,2021-02-13,3
1052,2021-03-15,3
1052,2021-04-14,5
1052,2021-05-14,5
1053,2016-05-30,1
1053,2016-06-29,1
1053,2016-07-29,3
1053,2016-08-28,4
1053,2016-09-27,1
1053,2016-10-25,4
1053,2016-11-24,2
1053,2016-12-24,1
1053,2017-01-23,0
1053,2017-02-22,2
1053,2017-03-20,2
1053,2017-04-19,0
1053,2017-05-19,0
1053,2017-06-18,0
1053,2017-06-30,1
1053,2017-07-30,1
1053,2017-08-29,1
1053,2017-09-28,1
1053,2017-10-01,1
1053,2017-10-31,2
1053,2017-11-30,0
1053,2017-12-30,0
1054,2006-03-30,2
1054,2006-04-29,3
1054,2006-05-29,2
1054,2006-05-31,1
1054,2006-06-30,0
1054,2006-07-30,1
1054,2006-08-04,3
1054,2006-09-03,0
1054,2006-10-03,0
1054,2006-10-12,2
1054,2006-11-11,2
1054,2006-12-11,3
1054,2006-12-16,2
1054,2007-01-15,3
1055,2006-09-02,0
1055,2006-10-02,1
1055,2006-11-01,2
1055,2006-12-01,1
1055,2006-12-31,2
1055,2007-01-23,2
1055,2007-02-22,1
1055,2007-03-24,0
1055,2007-04-23,1
1055,2007-05-10,1
1055,2007-06-09,0
1055,2007-07-09,1
1055,2007-08-08,1
1055,2007-09-07,2
1055,2007-09-26,2
1055,2007-10-26,2
1055,2007-11-25,4
1055,2007-12-25,1
1055,2008-01-24,2
1055,2008-02-16,0
1055,2008-03-17,1
1055,2008-04-16,2
1055,2008-05-16,2
1055,2008-06-15,4
1056,2023-06-13,1
1056,2023-07-13,4
1056,2023-08-12,2
1056,2023-09-11,4
1056,2023-10-11,1
1056,2023-10-13,0
1056,2023-11-12,3
1056,2023-12-12,2
1056,2024-01-11,0
1056,2024-02-10,0
1056,2024-02-25,1
1056,2024-03-26,3
1056,2024-04-25,2
1056,2024-05-25,3
1056,2024-06-12,0
1056,2024-07-12,0
1056,2024-08-11,0
1056,2024-09-10,0
1056,2024-09-26,1
1056,2024-10-26,1
1056,2024-11-25,2
1056,2024-12-25,5
1056,2025-01-24,1
1057,2023-03-02,2
1057,2023-04-01,2
1057,2023-05-01,4
1057,2023-05-31,1
1057,2023-06-30,2
1057,2023-07-30,2
1057,2023-07-31,3
1057,2023-08-30,1
1057,2023-09-29,2
1057,2023-10-29,0
1057,2023-11-11,2
1057,2023-12-11,2
1057,2024-01-10,1
1057,2024-02-09,1
1057,2024-03-10,1
1057,2024-03-11,3
1057,2024-04-10,3
1057,2024-05-10,2
1057,2024-06-09,0
1057,2024-06-30,0
1057,2024-07-30,1
1057,2024-08-29,0
1057,2024-09-28,1
1057,2024-10-28,4
1057,2024-11-27,4
1058,2004-07-21,0
1058,2004-08-20,4
1058,2004-09-19,0
1058,2004-10-11,3
1058,2004-11-10,4
1058,2004-12-10,1
1058,2005-01-09,3
1058,2005-01-10,1
1058,2005-02-09,0
1058,2005-03-11,0
1058,2005-03-25,1
1058,2005-04-24,2
1058,2005-05-23,0
1058,2005-06-22,1
1058,2005-07-22,0
1059,2012-06-10,3
1059,2012-07-10,1
1059,2012-08-09,3
1059,2012-09-08,1
1059,2012-09-28,2
1059,2012-10-28,1
1059,2012-11-27,0
1059,2012-12-27,1
1059,2013-01-15,3
1059,2013-02-14,2
1059,2013-03-16,3
1059,2013-04-15,1
1059,2013-05-05,3
1059,2013-06-04,1
1059,2013-07-04,1
1059,2013-08-03,1
1059,2013-08-04,1
1059,2013-09-03,3
1059,2013-10-03,2
1060,2024-11-04,1
1060,2024-12-04,2
1060,2025-01-03,5
1060,2025-02-02,1
1060,2025-03-04,1
1060,2025-04-03,1
1060,2025-05-03,0
1060,2025-05-11,0
1060,2025-06-10,3
